question_id,title,topic_primary,url_slug,source_url,base_unweighted_n,base_weighted_n,moe_question_level,is_multiselect,options_count,context,filter_condition,module_base_unweighted_n,module_base_weighted_n
2024-103_pol_25_2,- Individual donors,politics and courts,individual-donors,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,4,"In primary election races for the U.S. Congress, what sources of money do you think are most common to support candidates? Please rank the following from the one you think makes up the largest share of campaign fundraising (1) to the lowest share of campaign fundraising (4).",nan,1000,1000.0000000000005
2024-103_pol_25_3,- Donations from interest groups and political action committees,politics and courts,donations-from-interest-groups-and-political-action-committees,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,4,"In primary election races for the U.S. Congress, what sources of money do you think are most common to support candidates? Please rank the following from the one you think makes up the largest share of campaign fundraising (1) to the lowest share of campaign fundraising (4).",nan,1000,1000.0000000000005
2024-103_pol_25_4,- Self-funding from candidates,politics and courts,self-funding-from-candidates,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,4,"In primary election races for the U.S. Congress, what sources of money do you think are most common to support candidates? Please rank the following from the one you think makes up the largest share of campaign fundraising (1) to the lowest share of campaign fundraising (4).",nan,1000,1000.0000000000005
2024-103_pol_26,How much power do you think bureaucrats should have in making public policy decisions?,politics and courts,how-much-power-do-you-think-bureaucrats-should-have-in-making-public-policy-decisions,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,5,"When bureaucratic agencies implement public policy, sometimes they must strictly follow the letter of the law, and sometimes bureaucrats are able to make their own decision about how to implement public policies.",nan,1000,1000.0000000000005
2024-103_pol_27,"In your opinion, how likely is a nuclear war in the next 3 years?",politics and courts,in-your-opinion-how-likely-is-a-nuclear-war-in-the-next-3-years,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,5,,nan,1000,1000.0000000000005
2024-103_pol_28,What do you think of a proposal to require quotas to guarantee that an equal number of men and women are elected?,politics and courts,what-do-you-think-of-a-proposal-to-require-quotas-to-guarantee-that-an-equal-number-of-men-and-women-are-elected,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,5,,nan,1000,1000.0000000000005
2024-103_pol_29,How likely do you think it is that they would succeed in tipping the election?,politics and courts,how-likely-do-you-think-it-is-that-they-would-succeed-in-tipping-the-election,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,5,Imagine that a foreign country is trying to influence the result of the upcoming US presidential election.,nan,1000,1000.0000000000005
2024-103_pol_3,To what extent do you agree or disagree with the following statement: Donald Trump was chosen by God to make American great again.,politics and courts,to-what-extent-do-you-agree-or-disagree-with-the-following-statement-donald-trump-was-chosen-by-god-to-make-american-great-again,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,5,,nan,1000,1000.0000000000005
2024-103_pol_30,To what extent do you agree or disagree with the following statement? My local community is located near an international border.,politics and courts,to-what-extent-do-you-agree-or-disagree-with-the-following-statement-my-local-community-is-located-near-an-international-border,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,5,,nan,1000,1000.0000000000005
2024-103_pol_31,Are you Middle Eastern or North African?,politics and courts,are-you-middle-eastern-or-north-african,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,3,,nan,1000,1000.0000000000005
2024-103_pol_4,Does the United States President have the right to declare war?,politics and courts,does-the-united-states-president-have-the-right-to-declare-war,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,2,,nan,1000,1000.0000000000005
2024-103_pol_5,Do you consider Asian Americans to be an ethnic minority in the United States?,politics and courts,do-you-consider-asian-americans-to-be-an-ethnic-minority-in-the-united-states,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,3,,nan,1000,1000.0000000000005
2024-103_pol_6,"In the past year, has your local government taken steps to address climate change?",politics and courts,in-the-past-year-has-your-local-government-taken-steps-to-address-climate-change,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,3,,nan,1000,1000.0000000000005
2025-026_elections_rg,To what extent would you oppose or support an increase in property tax rates on residential properties in your area if the additional revenue was used to fund programs for struggling Americans?,elections,to-what-extent-would-you-oppose-or-support-an-increase-in-property-tax-rates-on-residential-properties-in-your-area-if-the-additional-revenue-was-used-to-fund-programs-for,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,7,,,1000,1000.0000000000039
2025-026_policy_33,To what extent do you believe that the tendency of people to avoid interacting with those from different social groups affects the unity of the United States?,policy,to-what-extent-do-you-believe-that-the-tendency-of-people-to-avoid-interacting-with-those-from-different-social-groups-affects-the-unity-of-the-united-states,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,4,,,1000,1000
2025-119_q56,"In your opinion, does the outcome of the war in Ukraine directly affect American National Security interests?",Verasight APSA Omnibus Survey #2025-119,in-your-opinion-does-the-outcome-of-the-war-in-ukraine-directly-affect-american-national-security-interests,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,3,,,1000,1000.0000000000005
2025-119_q61,"Would you support expanding legal pathways to enter the United States, including temporary worker programs, as a way to reduce illegal crossings at the border?",Verasight APSA Omnibus Survey #2025-119,would-you-support-expanding-legal-pathways-to-enter-the-united-states-including-temporary-worker-programs-as-a-way-to-reduce-illegal-crossings-at-the-border,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,6,,,1000,1000
2025-119_q70,"Who, in your opinion, should be the recipient of foreign aid?",Verasight APSA Omnibus Survey #2025-119,who-in-your-opinion-should-be-the-recipient-of-foreign-aid,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,true,5,,,1000,1000.0000000000039
2025-119_q75,Which of the following best describes your current housing situation and history?,Verasight APSA Omnibus Survey #2025-119,which-of-the-following-best-describes-your-current-housing-situation-and-history,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,6,,,1000,1000.0000000000039
